ano,titulo_livro,genero_livro,pais_primeira_edicao,nome_autor,nacionaldade_autor,genero_autor,faixa_etaria_autor,nome_pais_autor,nome_editora,sede_editora,site_editora,sigla_pais_iso2,indicador_vencedor,indicador_finalista,indicador_semifinalista
2024,8,Conto,Brasil,Deborah Christina Antunes,Brasileira,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,16,Conto,Brasil,Fabio Fernandes,Brasileira,Masculino,de 50 a 60 anos,Brasil,Caos e Letras,Brasil,www.caoseletras.com,BR,Não,Não,Não
2024,(Di)vagar,Poesia,Brasil,Camila Correia,Brasileira,Feminino,de 20 a 30 anos,Brasil,Ases da Literatura,Portugal,https://asesdaliteratura.com,PT,Não,Não,Não
2024,(Entre)linhas e guias,Romance,Brasil,Claudia Roberta Angst,Brasileira,Feminino,de 60 a 70 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,(quase no fim),Conto,Brasil,Eduardo Chacon,Brasileira,Masculino,de 40 a 50 anos,Brasil,Caravana,Brasil,www.caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,(RE) Verso da palavra,Poesia,Brasil,Rony Santos,Brasileira,Masculino,de 50 a 60 anos,Brasil,Arribaçã,Brasil,www.arribacaeditora.com.br,BR,Não,Não,Não
2024,1+1=2 2-1=0,Romance,Brasil,Fernanda Caleffi Barbetta,Brasileira,Feminino,de 40 a 50 anos,Estados Unidos,Cepe,Brasil,https://editora.cepe.com.br/,BR,Não,Não,Não
2024,10 reais e 01 maço de cigarros,Romance,Brasil,Peter Larubia,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,1862 - A história de Carolina,Romance,Brasil,Mila Mello,Brasileira,Feminino,de 40 a 50 anos,Brasil,Caravana,Brasil,www.caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,2044 - Transcendente: uma viagem no tempo,Romance,Brasil,Adnelson Campos,Brasileira,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,22 de Espessura útil rasgada,Conto,Portugal,Pedro Amor P. Palma,Portuguesa,Masculino,de 30 a 40 anos,Portugal,Chiado,Portugal,https://chiadobooks.com/,PT,Não,Não,Não
2024,3 em 1,Poesia,Portugal,Filipe J. D. Pereira,Portuguesa,Masculino,de 60 a 70 anos,Portugal,Perfil Criativo,Portugal,https://shop.autores.club/pt/,PT,Não,Não,Não
2024,40 e picos - A viagem está só começando,Crônica,Brasil,Adriana Hass,Brasileira,Feminino,de 50 a 60 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,5 minutos,Dramaturgia,Brasil,Marilia Carbonari,Brasileira,Feminino,de 40 a 50 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,A 365 Degraus do Fim,Romance,Brasil,Adriana C. A. Figueiredo,Brasileira,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Água Volta Como Memória,Poesia,Brasil,Silvino Ferreira Jr,Brasileira,Masculino,de 60 a 70 anos,Reino Unido,Kotter,Brasil,https://kotter.com.br/,BR,Não,Não,Não
2024,A aldeia do voo das gaivotas,Poesia,Brasil,Ingrid N. Magalhaes,Brasileira,Feminino,de 20 a 30 anos,Brasil,Caravana,Brasil,www.caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,A aprendiz de erveira,Romance,Brasil,Giu Yukari Murakami,Brasileira,Feminino,de 20 a 30 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,A Arte de Driblar Destinos,Romance,Portugal,Celso Costa,Brasileira,Masculino,de 70 a 80 anos,Brasil,LeYa,Portugal,https://leyaonline.com/pt/,PT,Não,Não,Não
2024,A arte de polir metais,Conto,Brasil,Suzana Bins,Brasileira,Feminino,de 60 a 70 anos,Brasil,Libertinagem,Brasil, https://www.editoralibertinagem.com ,BR,Não,Não,Não
2024,A árvore do enforcado,Conto,Brasil,Rodrigo Ortiz Vinholo,Brasileira,Masculino,de 30 a 40 anos,Brasil,Arkanus,Brasil,www.arkanuseditorial.com,BR,Não,Não,Não
2024,A ascensão de Alice,Romance,Brasil,Sonia Gandra,Brasileira,Feminino,de 60 a 70 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Batida dos Lobos,Romance,Brasil,Joaquim R. Vieira,Brasileira,Masculino,menos de 20 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,À beira da felicidade,Crônica,Brasil,Marcio Lambert,Brasileira,Masculino,de 60 a 70 anos,Brasil,Literíssima,Brasil,literissima.com.br,BR,Não,Não,Não
2024,A boca e outros mistérios,Conto,Brasil,Lucas Ricardo,Brasileira,Masculino,de 20 a 30 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Boneca Despida,Romance,Portugal,Paulo M. Morais,Portuguesa,Masculino,de 50 a 60 anos,Portugal,LeYa,Portugal,https://leyaonline.com/pt/,PT,Não,Não,Não
2024,A Bota Do Coronel,Romance,Brasil,Elmo Policarpo De Melo,Brasileira,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Breve Canção da Vida ou Autobiografia de Um Fantasma,Romance,Brasil,Natanael Oliveira Do Carmo,Brasileira,Masculino,de 60 a 70 anos,Brasil,Caravana,Brasil,https://caravanagrupoeditorial@gmail.com,BR,Não,Não,Não
2024,A bruxa do Monte de Sant'Ana,Romance,Portugal,Fonseca Alves,Portuguesa,Masculino,de 70 a 80 anos,Portugal,Mosaico,Portugal,www.mosaico-de-palavras.pt,PT,Não,Não,Não
2024,A busca pelo homem do chapéu preto: os arquivos de dona Anna,Conto,Brasil,Rodrigo Ortiz Vinholo,Brasileira,Masculino,de 30 a 40 anos,Brasil,Delphi,Brasil,https://editoradelphi.com.br/,BR,Não,Não,Não
2024,A caminho do centro da queda,Romance,Brasil,Flavio Luis Sousa,Brasileira,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,A camiseta de atlas,Poesia,Brasil,Antonio Ailton,Brasileira,Masculino,de 50 a 60 anos,Brasil,Editora da UFMA,Brasil,https://www.edufma.ufma.br/,BR,Não,Não,Não
2024,A canção da inocência e a reluzência demoníaca,Romance,Brasil,Rodrigo Rafael De Oliveira,Brasileira,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,A Candura Erótica da Mentirosa Ingrid Wngels,Romance,Brasil,Jair Alan Cortes Siqueira,Brasileira,Masculino,de 70 a 80 anos,Brasil,Primeiro Capítulo,Brasil,,PT,Não,Não,Não
2024,A Capitoa,Romance,Portugal,Joao Paulo Oliveira E Costa,Portuguesa,Masculino,de 60 a 70 anos,Portugal,Bertrand,Portugal,https://www.bertrandeditora.pt/,PT,Não,Não,Sim
2024,A carne da cidade,Poesia,Brasil,Marcus Dias,Brasileira,Masculino,de 50 a 60 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A casa da Mãe dos Homens,Romance,Brasil,Ione Mattos,Brasileira,Feminino,de 70 a 80 anos,Brasil,Telha,Brasil,www.editoratelha.com.br,BR,Não,Não,Não
2024,A Casa da Piscina de Azulejos,Romance,Brasil,Danielle Schutz,Brasileira,Feminino,de 40 a 50 anos,Brasil,Appris,Brasil,https://editoraappris.com.br/,BR,Não,Não,Não
2024,A casa das pessoas,Poesia,Brasil,Ana Claudia Romano Ribeiro,Brasileira,Feminino,de 50 a 60 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,A casa de janelas pequenas,Romance,Brasil,Jeanete Fortes,Brasileira,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Casa do Mistério ou a Casa do Renascimento,Romance,Angola,Gildeci De Oliveira Leite,Brasileira,Masculino,de 50 a 60 anos,Brasil,Mayamba,Angola,https://mayambaeditora.com/,AO,Não,Não,Não
2024,A casa dos ventos ,Romance,Brasil,Ana Helena Gomes,Brasileira,Feminino,de 70 a 80 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,A casa dos versos silenciosos,Romance,Brasil,Heider Broisler,Brasileira,Masculino,de 30 a 40 anos,Brasil,Bestiário,Brasil,www.bestiario.com.br,BR,Não,Não,Não
2024,A casa fechada,Crônica,Brasil,Marcos Fabio De Faria,Brasileira,Masculino,de 30 a 40 anos,Brasil,Laboratório Editorial Aquilombô,Brasil,www.aquilombo.com,BR,Não,Não,Não
2024,A casa wojek,Romance,Brasil,Henrique German,Brasileira,Masculino,de 50 a 60 anos,Brasil,Literíssima,Brasil,Literissima.com.br,BR,Não,Não,Não
2024,A célula de Sheffield,Romance,Portugal,Jose Gomes Mendes,Portuguesa,Masculino,de 60 a 70 anos,Portugal,Porto,Portugal,www.portoeditora.pt,PT,Não,Não,Não
2024,a chama remota,Romance,Brasil,Tomas Prado,Brasileira,Masculino,de 40 a 50 anos,Brasil,Reformatório,Brasil,http://www.reformatorio.com.br,BR,Não,Não,Não
2024,A Chave no Silêncio Guarda o Poema,Poesia,Brasil,Priscila Bissaro,Brasileira,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A chuva e outros contos,Conto,Brasil,Jeff Rigon,Brasileira,Masculino,de 30 a 40 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A claridade da gente,Poesia,Brasil,Paulo Rodrigues,Brasileira,Masculino,de 40 a 50 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A constelação do peixe voador,Poesia,Brasil,Valeska Brinkmann,Brasileira,Feminino,de 50 a 60 anos,Alemanha,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,A correnteza,Romance,Brasil,Corisco Moura,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A costura invisível da bola,Conto,Brasil,Luiz Mauricio Azevedo,Brasileira,Masculino,de 40 a 50 anos,Brasil,Figura de Linguagem,Brasil,editorafiguradelinguagem.com,BR,Não,Não,Não
2024,A dança dos Loucos,Romance,Portugal,Sergio Luis De Carvalho,Portuguesa,Masculino,de 50 a 60 anos,Portugal,Clube do Autor,Portugal,www.clubedoautor.pt,PT,Não,Não,Não
2024,A demência do tempo - memórias da pandemia,Poesia,Brasil,Lucio Autran,Brasileira,Masculino,de 60 a 70 anos,Brasil,TextoTerritório,Brasil,https://www.textoterritorio.com.br/,BR,Não,Não,Não
2024,À deriva de mim,Romance,Brasil,Ana Karla Farias,Brasileira,Feminino,de 30 a 40 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A Descoberta de um Caminho - Sentimentos ,Poesia,Brasil,Dioni Santiago Pimentel,Brasileira,Masculino,de 50 a 60 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Devastação,Romance,Portugal,Helena Magalhaes,Portuguesa,Feminino,de 30 a 40 anos,Portugal,Suma de Letras,Portugal,https://www.penguinlivros.pt/,PT,Não,Não,Não
2024,A devoração da sutileza,Conto,Brasil,Juliana Berlim,Brasileira,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A divina existência - Poesias cristãs,Poesia,Brasil,Giselle Silva,Brasileira,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Dor das Marcas Invisíveis,Romance,Brasil,Jackson Da Mata,Brasileira,Masculino,de 40 a 50 anos,Brasil,Porto de Lenha,Brasil,http://www.portodelenha.com,BR,Não,Não,Não
2024,A dor de me ver partir,Poesia,Brasil,Evilla Fernandes,Brasileira,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A era das aranhas,Conto,Brasil,Rafael Delboni,Brasileira,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,A escuridão que reconheço como minha,Poesia,Brasil,Camille Castelo Branco,Brasileira,Feminino,de 20 a 30 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,À escuta do silêncio & dez poemas aglutinados,Poesia,Brasil,Claudio Guerra Tercas,Brasileira,Masculino,de 50 a 60 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,A esperança contra a esperança,Poesia,Brasil,Maria Carpi,Brasileira,Feminino,de 70 a 80 anos,Brasil,AGE,Brasil,www.editoraage.com.br,BR,Não,Não,Não
2024,A estranha fogueira na qual fora consumido,Conto,Brasil,Francisco Perna Filho,Brasileira,Masculino,de 60 a 70 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A Estranha Vida dos Ausentes,Romance,Portugal,Jose Viale Moutinho,Portuguesa,Masculino,de 70 a 80 anos,Portugal,LeYa,Portugal,https://leyaonline.com/pt/,PT,Não,Não,Não
2024,A estrela chorou rosas,Poesia,Brasil,Djami Sezostre,Brasileira,Masculino,de 50 a 60 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A estrela do Canto: um espetáculo celestial ,Poesia,Brasil,Ivone Ferreira Do Nascimento,Brasileira,Feminino,de 50 a 60 anos,Brasil,Brunsmarck,Brasil,www.editorabrunsmarck.com.br,BR,Não,Não,Não
2024,A Exceção,Romance,Portugal,Susana Sousa,Portuguesa,Feminino,de 20 a 30 anos,Portugal,Nova Geração,Portugal,https://www.novageracao-editora.com/,PT,Não,Não,Não
2024,A extinção das vinhas,Romance,Brasil,Pamela Carbonari,Brasileira,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A faca e a açucena,Crônica,Portugal,Maria Jorgete Teixeira,Portuguesa,Feminino,de 60 a 70 anos,Portugal,Mosaico,Portugal,www.mosaico-de-palavras.pt,PT,Não,Não,Não
2024,A face mais doce do azar,Romance,Brasil,Vera Saad,Brasileira,Feminino,de 30 a 40 anos,Brasil,Claraboia,Brasil,https://www.editoraclaraboia.com.br/,BR,Não,Não,Não
2024,A face obscura do passado,Romance,Brasil,Airton Desouza,Brasileira,Masculino,de 60 a 70 anos,Brasil,Caravana,Brasil,www.caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,A farra do meu cadáver,Romance,Brasil,Tarcisio Pereira,Brasileira,Masculino,de 50 a 60 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A fascinante viagem de R-Brad,Romance,Brasil,Fernando Fferush,Brasileira,Masculino,de 50 a 60 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A fauna e a espuma ,Conto,Brasil,Romulo Moraes,Brasileira,Masculino,de 20 a 30 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,A fé que move o baleal,Poesia,Brasil,Iara Ferreira,Brasileira,Feminino,de 30 a 40 anos,Brasil,Libertinagem,Brasil,www.editoralibertinagem.com,BR,Não,Não,Não
2024,A febre,Romance,Brasil,Marcelo Ferroni,Brasileira,Prefiro não informar,de 40 a 50 anos,Brasil,Companhia das Letras,Brasil,https://www.companhiadasletras.com.br/,BR,Não,Não,Não
2024,A finitude das coisas,Romance,Brasil,Nelio Silzantov,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A finitude dos dias imperfeitos,Romance,Portugal,Angela Lopez,Portuguesa,Feminino,de 50 a 60 anos,Portugal,Europa,Itália,https://www.editoraeuropabookstore.com/,IT,Não,Não,Não
2024,A flor da aurora mística,Poesia,Brasil,Gabriela Carnavale,Brasileira,Feminino,de 20 a 30 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,à flor da pele,Conto,Brasil,Jeanne Nunes,Brasileira,Feminino,de 50 a 60 anos,Brasil,Coralina,Brasil,www.editoracoralina.com.br,BR,Não,Não,Não
2024,A Floresta Organizada,Conto,Brasil,Vinicius Fonseca,Brasileira,Masculino,de 30 a 40 anos,Brasil,Caravana,Brasil,www.caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,A força do amor,Crônica,Brasil,Edson Pereira Neves,Brasileira,Masculino,de 80 a 90 anos,Brasil,AGE,Brasil,www.editoraage.com.br,BR,Não,Não,Não
2024,A forma do fogo,Poesia,Brasil,Felipe Rodrigues,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A fórmula para ser feliz,Romance,Brasil,Daniel Guedes,Brasileira,Masculino,de 30 a 40 anos,Brasil,Cartola,Brasil,cartolaeditora.com.br,BR,Não,Não,Não
2024,A Foz Até ao Fundo,Poesia,Portugal,Miguel Serras Pereira,Portuguesa,Masculino,de 70 a 80 anos,Portugal,Exclamação,Portugal,https://www.exclamacao.pt/,PT,Não,Não,Não
2024,A fresta,Conto,Brasil,Bruno Garret,Brasileira,Masculino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,"A fruta é doce, mas passou do ponto ",Poesia,Brasil,Ana Parana,Brasileira,Feminino,de 20 a 30 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,A garota do fagote ,Conto,Brasil,Carmen L. Oliveira,Brasileira,Feminino,de 80 a 90 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,A Geometria Flutuante das Águas,Poesia,Brasil,Jose Carlos Peliano,Brasileira,Masculino,de 70 a 80 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A grande perda e outras crônicas,Crônica,Brasil,Dirce De Assis Cavalcanti,Brasileira,Feminino,mais de 90 anos,Brasil,Ibis Libris,Brasil,http://ibislibriseditora.com.br,BR,Não,Não,Não
2024,a guerra é que vem até a mulher,Poesia,Brasil,Julianne Pinheiro,Brasileira,Feminino,de 30 a 40 anos,Brasil,Editora Rizoma,Brasil,https://www.rizomaeditora.com.br/,BR,Não,Não,Não
2024,A Guerra Prometida,Romance,Portugal,Marco Pacheco,Portuguesa,Masculino,de 40 a 50 anos,Portugal,Gradiva,Portugal,https://www.gradiva.pt/,PT,Não,Não,Não
2024,A história de como eu morri,Romance,Brasil,J.C Lydes,Brasileira,Feminino,de 30 a 40 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A história quebrada da completude,Romance,Brasil,Maria Luisa Artese,Brasileira,Feminino,de 30 a 40 anos,Brasil,Casa Philos,Brasil,www.revistaphilos.com,BR,Não,Não,Não
2024,A hora do gato,Romance,Brasil,Joao Paulo Vaz,Brasileira,Masculino,de 70 a 80 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,A Horda Contos Errantes,Conto,Brasil,Gisela Biacchi,Brasileira,Feminino,de 50 a 60 anos,Brasil,Medusa,Brasil,https://www.consultoriamedusa.com/,BR,Não,Não,Não
2024,A idade das perguntas,Conto,Brasil,Iko Flores,Brasileira,Masculino,de 40 a 50 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,A ilha das afeições,Poesia,Brasil,Patricia Lino,Portuguesa,Feminino,de 30 a 40 anos,Estados Unidos,"Círculo de Poemas, Luna Parque e Fósforo",Brasil,https://www.fosforoeditora.com.br/,BR,Não,Não,Não
2024,A ilusão do mundo,Poesia,Brasil,Daniel Genovez,Brasileira,Masculino,de 60 a 70 anos,Brasil,Literare Books,Brasil,www.amazon.com/author/danielgenovez,BR,Não,Não,Não
2024,A Imensidão de nós dois,Romance,Brasil,Leopoldo Guimaraes,Brasileira,Masculino,de 40 a 50 anos,Brasil,Literando,Brasil,literando.com,BR,Não,Não,Não
2024,A inconstância dos fluxos,Poesia,Brasil,Demetrios Galvao,Brasileira,Masculino,de 30 a 40 anos,Brasil,Primata,Brasil,https://www.editoraprimata.com/,BR,Não,Não,Não
2024,A Incrível Hostória do Catador de Lixo que se Torna Pastor Milagreiro,Romance,Brasil,Turoldo Atroz,Brasileira,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Indecência das Borboletas,Conto,Brasil,Gleidson Oliveira,Brasileira,Masculino,de 20 a 30 anos,Brasil,Mondru,Brasil,https://mondru.com/,BR,Não,Não,Não
2024,A inevitável fraqueza da carne,Romance,Brasil,Wilson Gorj,Brasileira,Masculino,de 40 a 50 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A infância do vento,Poesia,Brasil,Carlos Nejar,Brasileira,Masculino,de 70 a 80 anos,Brasil,Bestiário,Brasil,www.bestiario.com.br,BR,Não,Não,Não
2024,A invenção da poesia & outros poemas,Poesia,Brasil,Ruy Espinheira Filho,Brasileira,Masculino,de 80 a 90 anos,Brasil,Record,Brasil,https://www.record.com.br/,BR,Não,Não,Não
2024,A invenção do desejo,Poesia,Brasil,Ana Beatriz Rangel,Brasileira,Feminino,de 30 a 40 anos,Brasil,Caravana,Brasil,www.caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,A Jitirana Poética,Poesia,Brasil,Maria Jose De Melo,Brasileira,Feminino,de 40 a 50 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,A jornada de Leônidas: o começo do fim ,Romance,Brasil,Leonel Silveira Cervo,Brasileira,Masculino,de 20 a 30 anos,Brasil,AGE,Brasil,www.editoraage.com.br,BR,Não,Não,Não
2024,A l v a j a s  para Cupido,Poesia,Brasil,Marta Cortezao,Brasileira,Feminino,de 40 a 50 anos,Espanha,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,A Lenda de Zakiel,Romance,Portugal,Erdan Nightwalker,Portuguesa,Masculino,de 20 a 30 anos,Portugal,Nova Geração,Portugal,https://www.novageracao-editora.com/,PT,Não,Não,Não
2024,A lesma arrasta-se,Poesia,Portugal,Eduardo Arimateia,Portuguesa,Masculino,de 60 a 70 anos,Portugal,Gato-Bravo,Portugal,www.editoragatobravo.pt,PT,Não,Não,Não
2024,A leveza do efêmero,Poesia,Brasil,Raquel Lopes,Brasileira,Feminino,de 30 a 40 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,A língua submersa,Romance,Brasil,Manoel Herzog,Brasileira,Prefiro não informar,de 50 a 60 anos,Brasil,Companhia das Letras,Brasil,https://www.companhiadasletras.com.br/,BR,Não,Não,Não
2024,A linguagem da ausência,Poesia,Brasil,Rogerio Henrique Castro Rocha,Brasileira,Masculino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A loja de lámen,Poesia,Brasil,Lucas Grosso,Brasileira,Masculino,de 30 a 40 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A lua fantasma,Conto,Brasil,Marcio Markendorf,Brasileira,Masculino,de 40 a 50 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,À luz da cegueira (vol. 2): Oitavo selo,Conto,Brasil,Arturo Gouveia,Brasileira,Masculino,de 60 a 70 anos,Brasil,Cajuína,Brasil,www.cajuinaeditora.com.br,BR,Não,Não,Não
2024,À luz da cegueira (vol.1): Meditação 17: os cem menores contos do século XXI,Conto,Brasil,Arturo Gouveia,Brasileira,Masculino,de 60 a 70 anos,Brasil,Cajuína,Brasil,www.cajuinaeditora.com.br,BR,Não,Não,Não
2024,A maçã que (ainda) não foi mordida,Poesia,Brasil,Yasmin Maria Cardoso Batista,Brasileira,Feminino,de 20 a 30 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,A mãe e o crocodilo,Romance,Portugal,Jose Gardeazabal,Portuguesa,Masculino,de 40 a 50 anos,Portugal,Companhia das Letras Portugal,Portugal,www.penguinlivros.pt,PT,Não,Não,Não
2024,A MANSÃO DOS INGÊNUOS,Romance,Brasil,Luis Bacelar Vidal,Brasileira,Masculino,de 70 a 80 anos,Brasil,Caravana,Brasil,Https://caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,A máquina de moer os dias,Romance,Brasil,Wilson Alves-Bezerra,Brasileira,Masculino,de 40 a 50 anos,Brasil,Iluminuras,Brasil,https://www.iluminuras.com.br/index.php?route=common/home,BR,Não,Não,Não
2024,A marca do segredo,Romance,Brasil,Antenor Rosalino,Brasileira,Masculino,de 70 a 80 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Marca do Vampiro,Crônica,Brasil,Fabio Santiago,Brasileira,Masculino,de 50 a 60 anos,Brasil,Kotter,Brasil,https://kotter.com.br/,BR,Não,Não,Não
2024,A marca dos retratos na parede não é apenas ação do tempo,Poesia,Brasil,Paulo Venturelli,Brasileira,Masculino,de 70 a 80 anos,Brasil,Kotter,Brasil,https://kotter.com.br/,BR,Não,Não,Não
2024,A Memória de Todos os Incômodos,Poesia,Brasil,Thaciana Rodrigues,Brasileira,Feminino,de 20 a 30 anos,Brasil,Arrelique,Brasil,,BR,Não,Não,Não
2024,A memória é uma folha seca,Romance,Brasil,Joselma Noal,Brasileira,Feminino,de 50 a 60 anos,Brasil,Evangraf,Brasil,https://www.evangraf.com.br/,BR,Não,Não,Não
2024,A memória é uma oficina de ossos,Poesia,Brasil,Mirian Freitas,Brasileira,Feminino,de 50 a 60 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,A menina e a macieira que falava,Romance,Brasil,Fabiane Ribeiro,Brasileira,Feminino,de 30 a 40 anos,Chéquia,Autopublicação,,,BR,Não,Não,Não
2024,A menina e o palhaço,Romance,Brasil,Livea Colares,Brasileira,Feminino,de 30 a 40 anos,Brasil,Ases da Literatura,Portugal,https://asesdaliteratura.com/,PT,Não,Não,Não
2024,A mesa na casa da beira da lagoa,Conto,Brasil,Fabricia Fazito,Brasileira,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,A minha pele arde como o sol quente que nela ecoa,Poesia,Portugal,Benedita De Matos,Brasileira,Feminino,de 20 a 30 anos,Portugal,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,a mística do bestiário não binário,Poesia,Brasil,Be Rgb,Brasileira,Prefiro não informar,de 30 a 40 anos,Brasil,Casa Philos,Brasil,www.revistaphilos.com,BR,Não,Não,Não
2024,A moça na laje e outras histórias,Conto,Brasil,Lucia Leite,Brasileira,Feminino,de 70 a 80 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,A montanha e o abismo,Crônica,Brasil,Susana Vernieri,Brasileira,Feminino,de 50 a 60 anos,Brasil,Calypso,Brasil,,BR,Não,Não,Não
2024,A morena,Romance,Brasil,Mario Rodrigues,Brasileira,Masculino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,A Morte Dela Fica-me tão Bem,Romance,Portugal,Miguel Viana Baptista,Portuguesa,Masculino,de 50 a 60 anos,Portugal,Quetzal,Portugal,www.quetzaleditores.pt,PT,Não,Não,Não
2024,A morte do embaixador russo: um relato de espionagem no Brasil,Romance,Brasil,Paulo Valente,Brasileira,Masculino,de 70 a 80 anos,Brasil,Record,Brasil,https://www.record.com.br/,BR,Não,Não,Não
